,acc,sensitivity,ppv,mmr,precision_recall_product,clique_precision_mean,clique_recall_mean,clique_precision_mean_normalize,clique_recall_mean_normalize,clique_precision_mean_normalize_weighted,clique_recall_mean_normalize_weighted
gmm_randomized Ps_gold_complexes_cluster,0.306824807102,0.257692307692,0.365325077399,0.0326418713555,0.0164005946286,0.041384997013,0.00496328000814,0.000829029171284,0.000490019480169,0.004915063256,0.00290594684218
gmm_randomized best_cluster_0,0.14207918836,0.188013136289,0.107367475292,0.0223764401442,0.0210863343086,0.000144134843043,0.000152770847168,0.266783724039,0.19896605502,0.192342547392,0.10911120929
