,acc,sensitivity,ppv,mmr,precision_recall_product,clique_precision_mean,clique_recall_mean,clique_precision_mean_normalize,clique_recall_mean_normalize,clique_precision_mean_normalize_weighted,clique_recall_mean_normalize_weighted
gmm_bayes_randomized Ps_gold_complexes_cluster,0.271116715649,0.165384615385,0.444444444444,0.017570140698,0.0129278945376,0.111698618841,0.00117089400961,0.00465199106334,0.000550865255208,0.0137816475122,0.00163199457448
gmm_bayes_randomized best_cluster_0,0.163708201757,0.125068418172,0.214285714286,0.0170643085567,0.0189406052687,0.019481836743,0.000119517325062,0.000222027882679,0.277779060227,0.00144729480824,0.0430703771432
