,acc,sensitivity,ppv,mmr,precision_recall_product,clique_precision_mean,clique_recall_mean,clique_precision_mean_normalize,clique_recall_mean_normalize,clique_precision_mean_normalize_weighted,clique_recall_mean_normalize_weighted
gmm Ps_gold_complexes_cluster,0.347676747683,0.338461538462,0.357142857143,0.0978631252789,0.0226615058397,0.0119049591742,0.0255721514415,0.0131241874605,0.00384244733591,0.0712148547559,0.02086587641
gmm best_cluster_0,0.189114893142,0.233716475096,0.153024911032,0.045939268927,0.0383301551085,0.000718029737563,0.000507033895912,0.00427109612385,0.368963651829,0.0128014576928,0.117118661263
