,acc,sensitivity,ppv,mmr,precision_recall_product,clique_precision_mean,clique_recall_mean,clique_precision_mean_normalize,clique_recall_mean_normalize,clique_precision_mean_normalize_weighted,clique_recall_mean_normalize_weighted
randomized Ps_gold_complexes_cluster,0.239145636489,0.161538461538,0.354037267081,0.0168287254882,0.0108577402876,0.00143404665826,0.0154480577797,0.00140466906362,0.000617355095114,0.0140034581687,0.00617233897577
randomized best_cluster_0,0.151519841588,0.121784345922,0.188515709642,0.0158384725592,0.0167146716609,0.000113031085805,0.000117188721897,0.185901766652,0.138156534339,0.1284398601,0.0916157695767
